日付,プレーヤー,分類,タイトル,出典,要約,本文,リンク
2026-06-02,Microsoft,リリース,"Microsoft Build 2026 開幕、「Project Polaris」発表 ── Copilot が OpenAI から独立へ",ChatForest,Build 2026 で Microsoft が独自 AI コーディングモデル「Project Polaris」を発表。2026 年 8 月に GitHub Copilot の基盤を GPT-4 Turbo から自社モデルへ切り替え OpenAI 依存を脱却する。,"6 月 2 日開幕の Microsoft Build 2026 で Satya Nadella は独自開発 AI コーディングモデル「Project Polaris」を発表し、同年 8 月に GitHub Copilot の基盤モデルを GPT-4 Turbo から Polaris に切り替えると明言した。さらに Windows をエージェントプラットフォームとして再定義し、Azure AI Foundry・Foundry Local を通じてオンデバイス推論を強化する方針も示された。GitHub Copilot をペア開発者ではなく「ピア開発者」として位置付けるビジョンは開発組織の在り方に根本的な変革を迫る。日本企業は Azure AI Foundry と OpenAI API の役割分担を再設計する好機だ。",https://chatforest.com/builders-log/microsoft-build-2026-recap-windows-agent-platform-project-polaris-copilot-workspace/
2026-06-02,Anthropic,資金調達,Salesforce の Anthropic 出資分が約 50 億ドルに ── シリーズ H で機関投資家主導の資本構造が確立,Bloomberg,"Salesforce の Anthropic 保有株式が約 $50 億相当に達した。Blackstone・Brookfield・GIC などが加わり、AI スタートアップへの資本流入が VC 中心から機関投資家主導へ転換している。","Bloomberg が 6 月 1 日、Salesforce の Anthropic 保有株式が現在約 $50 億相当と報道した。$650 億シリーズ H には Blackstone・Brookfield・D1 Capital・GIC・General Catalyst・Insight Partners が参加し、従来の VC 中心からグローバル機関投資家主導の資本構造への転換が明確になった。Salesforce と Anthropic の資本関係深化は Einstein AI と Claude の統合強化につながる可能性があり、Salesforce CRM を基幹に置く日本企業にとって AI 機能の向上が期待できる一方、ベンダーロックインリスクも高まる。",https://www.bloomberg.com/news/articles/2026-06-01/salesforce-investment-in-anthropic-is-valued-at-about-5-billion
2026-06-03,Anthropic,資金調達,Anthropic 評価額9,650億ドルでSECにIPO申請 — AI業界初の兆ドル規模上場へ,TechCrunch,"AnthropicがSECに極秘でForm S-1を提出、評価額約9,650億ドル・Q2売上高109億ドル見込みでOpenAIに先駆けIPO申請を完了。","AnthropicはSECに対しIPO向け仮目論見書（Form S-1）を極秘提出した。直前に完了した65億ドルのシリーズH調達により評価額は約9,650億ドルに達しており、Q2売上高は前四半期比2倍超の109億ドルを見込む。OpenAIに先駆けた申請により、AI企業の公開市場進出を主導する立場を確立。日本の機関投資家がAI基盤企業株に直接アクセスする手段が生まれ、AIセクターへの資本流入が加速する。",https://techcrunch.com/2026/06/01/anthropic-files-to-go-public/
2026-06-03,Microsoft,リリース,Microsoft Build 2026：自社初の推論モデル「MAI-Thinking-1」とCopilot Super App発表,Tom's Guide,"Microsoft Build 2026でAI推論特化型モデルMAI-Thinking-1を初披露し、Copilotをプラグインマーケットプレイス付きスーパーアプリに進化させると発表。","MicrosoftはBuild 2026基調講演で自社初の推論特化型AIモデル「MAI-Thinking-1」を公開し、Copilotをプラグインマーケットプレイス付きスーパーアプリへと進化させると発表した。さらに自律型エージェント「Scout」を公開し、メール・Teamsを24時間監視して自動タスク実行を行う。Microsoft 365を活用する日本企業にとってエージェント型AIによる業務自動化が現実的選択肢となり、導入検討が加速する。",https://www.tomsguide.com/news/live/microsoft-build-2026
2026-06-03,OpenAI,提携,OpenAI フロンティアモデルをAWS Bedrockで一般提供開始,Releasebot,"OpenAIのフロンティアモデル群とCodexがAmazon BedrockでGA（一般提供）となり、AWSセキュリティ・コンプライアンス体制のままエンタープライズが利用可能に。","OpenAIのフロンティアモデル群およびCodexがAmazon BedrockでGA（一般提供）となり、AWSのセキュリティ・コンプライアンス・調達フローを通じたエンタープライズ利用が可能になった。既存のIAM・VPC・監査ログ基盤をそのままにOpenAIの最先端モデルを統合できる。AWS基盤を持つ日本企業がOpenAIモデルを既存体制のまま導入でき、AI活用展開が大幅に加速する。",https://releasebot.io/updates/openai
2026-06-03,Anthropic,リリース,Anthropic Project Glasswing：Claude Mythosを15カ国以上の重要インフラに展開,TechCrunch,"AnthropicがゼロデイAI脆弱性発見プロジェクト「Glasswing」を15カ国以上・150以上の組織に拡大。Claude Mythosが数週間で数千件の脆弱性を検出できると発表。","Anthropicはゼロデイ脆弱性の発見・修正を目的とするProject Glasswingを、15カ国以上150以上の組織に拡大すると発表した。最強モデルClaude Mythosが数週間にわたり数千件のゼロデイ脆弱性を検出できるとしており、政府・重要インフラへのAI組み込みが本格化している。金融・エネルギー・交通など日本の重要インフラ事業者にとって、AIを活用したサイバーセキュリティ強化の国際モデルとして参照価値が高い。",https://techcrunch.com/2026/06/02/anthropic-scales-claude-mythos-to-critical-infrastructure-in-15-countries/
2026-06-03,OpenAI,その他,OpenAI GPT-4.5を6月27日・o3を8月26日にChatGPTから廃止予定,Releasebot,"OpenAIがGPT-4.5（6月27日）とo3（8月26日）のChatGPTからの段階廃止を発表。APIへの変更はなくChatGPTのみが対象。","OpenAIはGPT-4.5を2026年6月27日、o3を同年8月26日にChatGPTから段階廃止すると発表した。いずれもAPI利用には変更なくChatGPTのみが対象で、上位モデル（GPT-4o・o4-mini等）への移行を促す戦略の一環。ChatGPT Business/Enterpriseを業務利用している日本企業は、6月末までに後継モデルへの移行対応が必要になる。",https://releasebot.io/updates/openai/chatgpt
2026-06-04,Anthropic,資金調達,"Anthropic、SEC機密IPO申請を提出 — 評価額$965Bで上場競争が本格化",TechCrunch,"AnthropicがSECにIPO機密申請（Form S-1）を提出。シリーズH（$650億）完了直後の動きで評価額は$9,650億に達している。","AnthropicがSECにIPO機密登録届出書（Form S-1ドラフト）を提出した。$650億のシリーズH資金調達によって評価額が約$9,650億（1兆ドル目前）となった直後の動きで、同社が公開市場への参入を具体化したことを示す。OpenAIも今年中の上場を検討しており、AIフロンティア企業のIPO競争が本格化している。上場後は四半期開示によりAPI価格・財務基盤の透明性が高まり、日本企業のClaude採用判断がより行いやすくなる一方、株主圧力による製品方針変更リスクも生じる。",https://techcrunch.com/2026/06/01/anthropic-files-to-go-public/
2026-06-04,Microsoft,リリース,"Microsoft Build 2026 — 自律型エージェント「Scout」とCopilot Super App発表",The Register,"Microsoft Build 2026でサティア・ナデラCEOが「エージェント時代」への移行を宣言。自律型エージェント「Scout」・Copilot Super App・OpenAI依存を減らす独自モデルを公開。","Microsoft Build 2026でサティア・ナデラCEOが「エージェント時代」への移行を宣言。常時稼働型自律エージェント「Scout」を含む新カテゴリ「Autopilot」と、Chat・Cowork・Codeを統合するCopilot Super Appを今夏リリース予定と発表。Phi-4-SiliconなどOpenAI依存を減らす独自モデルも公開。Microsoft 365を使用する日本の大企業・中堅企業において、Copilot機能が単なる補助から業務自律化へ移行する転換点となり、業務プロセス設計の見直しが急務となる。",https://www.theregister.com/ai-and-ml/2026/06/03/no-longer-just-a-copilot-microsofts-ai-wants-to-take-the-wheel/5250718
2026-06-04,Google,リリース,"Google I/O 2026 — Gemini 3.5 Flash公開、Geminiアプリ月9億ユーザー突破",StartupHub.ai,"Google I/O 2026でGemini 3.5 Flash（エージェント・コーディング特化）とGemini Omniを発表。Geminiアプリ月間アクティブユーザーは9億人を突破し1年で倍増。","Google I/O 2026でGemini 3.5 Flash（エージェント・コーディング特化）とGemini Omni（マルチモーダル生成）を発表。Geminiアプリの月間アクティブユーザーは9億人を突破し、1年で2倍以上に急拡大。Ultra月額サブスクリプションは$250から$200に値下げ。Gemini 3.5 Flashの優れたエージェント性能と価格引き下げは、Google Workspaceを採用する日本企業にとってAIエージェント活用の参入障壁を大幅に低下させる。",https://www.startuphub.ai/ai-news/ai-figures/2026/figure-sundar-pichai-google-io-2026-keynote-recap-2026-06-01
2026-06-04,その他,規制,"トランプ大統領、AI大統領令に署名 — 企業に政府へのフロンティアモデル早期アクセス提供を要請",CNBC,"トランプ大統領が新たなAI大統領令に署名。AI開発企業に対しフロンティアモデルへの政府早期アクセスを任意ベースで提供するよう求め、連邦統一規制を推進。","トランプ大統領が新たなAI大統領令に署名。AI開発企業に対し、フロンティアモデルへの政府早期アクセスを任意ベースで提供するよう求める内容で、連邦規制よりイノベーション促進を優先し、州法による規制パッチワークを連邦統一へ誘導する方針を継続している。米国連邦政府のAI調達・利用ルールが規制緩和方向で統一されることで、日本企業の北米子会社や米国市場向けAIサービス展開において追い風となる規制環境が整う。",https://www.cnbc.com/2026/06/02/trump-executive-order-ai.html
